Año	Título	Corpus estilométrico
1975	No llego tarde	No
1975	No me dejes volver a ti	No
1975	No me importa lo que digan	Sí
1975	No me vuelvas a llamar	No
1975	No quiero saber nada de ella	No
1975	No te buscaba	No
1975	Quisiera conocerte hoy	No
1975	Se casa mi mujer	No
1975	Se casó con la otra	No
1975	Sé mujer para tu marido	Sí
1975	Solo contigo	Sí
1975	Soy aquel otro	No
1975	Soy la enfermera del doctor	No
1975	Te confío a mi hermana	No
1975	Te metes demasiado en mí	No
1975	Tengo miedo a encadenarme	No
1975	Tengo que confundirla	No
1975	Tengo que respetarla	No
1975	Vengo a casarme	No
1975	Yo le quiero	No
1975	Yo me quedo aquí	No
1975	Yo no me casé contigo	No
1976	¡No quiero a esa mujer!	No
1976	Ahora tengo experiencia	No
1976	Ayúdame en mi desconcierto	Sí
1976	Condenas mi ambición	No
1976	Cuando llegue mi momento	No
1976	De nada te servirá escapar	No
1976	Debes elegir ahora	No
1976	Debo dejarte	Sí
1976	Déjanos vivir	No
1976	Detén el destino	No
1976	El castigo es peor	No
1976	Él me da miedo	No
1976	El novio de mi hija	Sí
1976	El padre de Nicole	Sí
1976	Ella es mi futuro	No
1976	Empecemos aquí	No
1976	Ganamos los dos	No
1976	Ha vuelto Rex	No
1976	Hay algo que se muere	No
1976	Hay que casar a papá	No
1976	Ingratitud	Sí
1976	Júzgame como quieras	Sí
1976	La enfermera de mamá	Sí
1976	Matrimonio a la deriva	No
1976	Me dejaste tú	No
1976	Me empujaste tú	No
1976	Mi primo Fred	No
1976	No
1976	No debieras perturbarme	No
1976	No la juzgues tú	No
1976	No me interesa esto	Sí
1976	No nos separa el orgullo	No
1976	No quiero volver contigo	No
1976	No sé si voy a buscarla	No
1976	No te hago de menos	Sí
1976	No te lo voy a perdonar	No
1976	No te vendas, mujer	No
1976	Nos han casado	No
1976	Olvídate de aquello	Sí
1976	Pensaré si me caso	No
1976	Sé por qué te sigo	No
1976	Soy aquella mujer	Sí
1976	Sus inquietudes me apasionan	No
1976	Tres meses después	No
1976	Tu deseo me ofende	No
1976	Una mujer diferente	No
1976	Usted quiere casarse	No
1976	Vivimos como queremos	No
1976	Voy casada	Sí
1976	Ya no lo hago por ti, papá	No
1976	Yo entiendo mi vida	No
1976	Yo estoy aquí	No
1977	¡Hola, Moile!	No
1977	¡Mi querido tonto… !	No
1977	Angustia vital	No
1977	Así no me basta	No
1977	Ayúdame a salvar mi situación	No
1977	Bajo el paraguas	No
1977	Busco secretaria	No
1977	Debate matrimonial	Sí
1977	Debe aprender a vivir	No
1977	Déjame ampararte	No
1977	Despeja mis tinieblas	No
1977	Dudo de tu presente	No
1977	El destino llama a mi puerta	No
1977	Elige entre los dos	No
1977	Eres un inmaduro	No
1977	Esta es la verdad	No
1977	Estaba en tinieblas	No
1977	Hay que ayudarles a ellos	No
1977	Hay que casar a María	No
1977	Hermoso engaño	No
1977	Inquieta Tití	Sí
1977	Intento construir mi vida	No
1977	Los dos cuentan su vida	No
1977	Me admira su paciencia	No
1977	Me gustó aprender contigo	No
1977	Me impulsas tú	No
1977	No
1977	No buscaba eso	No
1977	No eres tan rudo	No
1977	No es así, Susan	No
1977	No hago más que imitarte	No
1977	No lo puedo evitar	No
1977	No lo puedo vencer	No
1977	No me convences	Sí
1977	No nos dimos cuenta	No
1977	No olvidé lo ocurrido	Sí
1977	No quiero casarme	No
1977	No quiero que vuelva	Sí
1977	No quiero quedarme sola con él	No
1977	No sé nada de mí	No
1977	No sé si es mi deber	No
1977	No soy dueña de mí	No
1977	No soy tan frívola	No
1977	Nos queremos	No
1977	Nuestro matrimonio	No
1977	Pídeme que nos casemos	No
1977	Piensa de mí lo que quieras	No
1977	Quiero disculparte	No
1977	Quisiera parecerme a ti	No
1977	Respeta mi indecisión	No
1977	Si me ayudas…	No
1977	Siempre te esperé	No
1977	Solo casándome	No
1977	Somos felices así	No
1977	Te ayudo yo	Sí
1977	Te espero los domingos	Sí
1977	Te estoy engañando	No
1977	Te he sido infiel	Sí
1977	Tendrás que recordarme	Sí
1977	Tu duda nos destruye	No
1977	Tú empiezas conmigo	No
1977	Vacaciones con amor	No
1978	Amor en penumbra	No
1978	Ansiedad	No
1978	Aprendí despacio	No
1978	Así aprendí	No
1978	Buscas demasiado	No
1978	Contigo volvió el pasado	No
1978	Cuéntame qué pasa	Sí
1978	Divórciate de mí	Sí
1978	El amigo de mi hija	No
1978	Él es un erótico	No
1978	Elige entre el rico y yo	No
1978	Entre el pasado y el presente	No
1978	Es inútil que insistas	No
1978	Es rica y joven	Sí
1978	Eso no es suficiente	Sí
1978	Este encuentro	No
1978	Estoy aquí	No
1978	Estoy casado con ella	No
1978	Hago lo que quiero	No
1978	Me caso con tu mujer	No
1978	Me duele tu ayuda	No
1978	Me turba su timidez	No
1978	Mi noche inolvidable	No
1978	Mi sobrino, su padre y yo	No
1978	No es posible continuar	No
1978	No es tanto el rencor	No
1978	No incites así	No
1978	No le hagas caso a tu hija	No
1978	No me dice nada	No
1978	No me fijé en ti	No
1978	No me pidas que sea tuya	No
1978	No me tomes por tonta	No
1978	No pretendí engañarte	No
1978	No pretendo ocultarlo	No
1978	No somos tan distintos	No
1978	Quiero conocerte mejor	No
1978	Si tienes elección	No
1978	Situación confusa	No
1978	Te ofrezco la solución	No
1978	Te pago igual	No
1978	Te vuelvo a desear	No
1978	Tendré a mi hijo	No
1978	Tengo derecho a más	No
1978	Tiene que ser mía	No
1978	Vamos a probar	No
1978	Ven a cuidar a tu marido	No
1978	Ven a verme los lunes	No
1979	Acéptame como soy	No
1979	Alivia mi esperanza	No
1979	Apasionada Betty	No
1979	Confidencias sentimentales	No
1979	Confuso problema	No
1979	Contigo está el pecado	No
1979	Déjame ayudarte en tus dudas	No
1979	Dijo que me quería	No
1979	El doctor y ella	No
1979	El pasota	Sí
1979	El problema de María	No
1979	Empecé sin querer	Sí
1979	Es demasiado para mí	No
1979	Es mejor que me sigas	Sí
1979	Esta es una realidad	Sí
1979	Evoco el pasado	No
1979	Fue de repente	No
1979	Hay algo más que deseo	Sí
1979	Hay que dejarlo	No
1979	La encontré en un alto	No
1979	La han violado	No
1979	Las dudas de Felipe	No
1979	Llena mi soledad	No
1979	Lo tengo decidido	No
1979	Los celos de mi marido	No
1979	Matrimonio por computadora	No
1979	Me atrajo su realidad	Sí
1979	Me caso así	No
1979	Me empujó la vida	No
1979	Me enamoré de tu hermana	No
1979	Mi marido es otro	No
1979	Mi pasado y tú	No
1979	Mira para ti	Sí
1979	No condenes mi aventura	No
1979	No lo diré nunca	No
1979	No sé si la quiero	Sí
1979	No te comprometas	Sí
1979	No tolero que me engañe	No
1979	Olvídate del ayer	No
1979	Quisiera convencerte	No
1979	Regresó Max	No
1979	Se casa tu mujer	Sí
1979	Se lo cuento a mi amigo	Sí
1979	Si me aceptas así	No
1979	Si quieres casarte…	No
1979	Si supiera qué hacer… te lo diría	No
1979	Sombras de pesadilla	Sí
1979	Su doble vida	No
1979	Te está engañando	No
1979	Te recibo a las ocho	No
1979	Tengo que conquistarte	No
1979	Tengo que elegir	No
1979	Trata de blancas	Sí
1979	Tu gran orgullo	No
1979	Una mujer liberada	Sí
1979	Vivamos juntos	No
1979	Voy a vivir con él	No
1979	Ya llegará tu hora	Sí
1979	Yo soy él	Sí
1979	Yo te curaré	No
1980	¿Quién soy yo?	No
1980	Acepta el swing	Sí
1980	Aquel cálido verano	No
1980	Así no me compras	Sí
1980	Buscaré una solución	Sí
1980	Crisis amorosa	No
1980	Déjame contar esto	No
1980	Egoísmo imperdonable	Sí
1980	El amigo de mamá	No
1980	El mundo de la virginidad	No
1980	Él no sabía que hacer	No
1980	El pecado de Doris	No
1980	El profesor de mi hijo	Sí
1980	Ella será mi mujer	Sí
1980	En ti está mi futuro	Sí
1980	En ti me refugio	Sí
1980	Es nuestra vida	Sí
1980	Esposa fiel	Sí
1980	Esposa infiel	No
1980	Estaba esperando	No
1980	Estabas junto a mí	No
1980	He dejado de quererte	No
1980	Juvenil indecisión	No
1980	La encontré en el periódico	Sí
1980	Las verdades de Cristina	No
1980	Le ocurrió a Bárbara	Sí
1980	Lo dio todo	No
1980	Me apasiona el sexo	No
1980	Me enamoré en silencio	No
1980	Me falta todo y soy famoso	No
1980	Me ganaste tú	No
1980	Me has destrozado	Sí
1980	Me siento desplazado	No
1980	Me siento humillada	Sí
1980	Mi canción es para ti	No
1980	Mi sobrina Susi	Sí
1980	No aspires a mí	Sí
1980	No conoce mi pecado	Sí
1980	No es verdad	Sí
1980	No está loca	Sí
1980	No estás enamorada	Sí
1980	No lo pudo superar	No
1980	No necesito casarme	No
1980	No pretendí quitártelo	No
1980	No quise ser falsa	No
1980	No soy ingrata	No
1980	No tienes escrúpulos	Sí
1980	No volví a ser lo que era	Sí
1980	Nunca haré lo que pides	No
1980	Pasión oculta	No
1980	Pienso que es tarde	No
1980	Problema de sexo	Sí
1980	Problema generacional	No
1980	Problema íntimo	No
1980	Que no te marque el fracaso	Sí
1980	Realismo	No
1980	Se realizó después	No
1980	Se siente sola	No
1980	Sigo aquí	Sí
1980	Sombras	Sí
1980	Soy tu esposo	No
1980	Te amo más por eso	No
1980	Tengo que despreciarlo	Sí
1980	Tengo que volver aquí	No
1980	Tenía que ser distinto	No
1980	Terrible frustración	No
1980	Tienes que saber la verdad	Sí
1980	Tu esposa es ella	No
1980	Tu madre o yo	Sí
1980	Tú y yo	No
1980	Tuvo la culpa el destino	No
1980	Tuvo la culpa mi esterilidad	Sí
1980	Vine en tu busca	No
1980	Vuelve aquí	Sí
1980	Vuelve tu marido	Sí
1980	Vuelvo a tu casa	Sí
1981	Amándonos así	No
1981	Amor audaz	Sí
1981	Amor sin barreras	No
1981	Angustia latente	No
1981	Anhelos y pasiones	Sí
1981	Aquella noche	No
1981	Crisis sentimental	No
1981	Déjame mirar en el entorno	No
1981	Déjame quererte un poco	No
1981	Deseo prohibido	Sí
1981	Detesto mi amor contigo	No
1981	Disculpo tus pecados	Sí
1981	El destino sale a mi encuentro	No
1981	El hombre de mi vida	No
1981	Es que no lo deseas	No
1981	Espero que se case mi mujer	No
1981	Estamos tan solos…	Sí
1981	Falsa seducción	No
1981	Forzando el destino	No
1981	Forzosa infidelidad	No
1981	Inseguridad matrimonial	No
1981	Júzgame después	No
1981	La inquietud de mi hijo	Sí
1981	Le debo cuanto soy	No
1981	Los hombres sois así	No
1981	Luces y sombras	Sí
1981	Me enseñaste tú	No
1981	Me gustaría quererte	No
1981	Me liberó la vida	Sí
1981	Me llamo María	No
1981	Mi novia era una ingenua	Sí
1981	Mi novia se ha casado	No
1981	Mi querido médico	No
1981	Mi realización como mujer	No
1981	Necesito vivir	No
1981	No condenes tu amor	No
1981	No creo en tu fidelidad	Sí
1981	No estoy segura de mí	No
1981	No me caso con Susana	No
1981	No me ocultes tus penas	Sí
1981	No me ofendas pagándome	Sí
1981	No sabía dónde iba	No
1981	No te quiere	Sí
1981	No te retengo	No
1981	Nos quieren separar	No
1981	Nos separan los celos	No
1981	Nunca renunciaré	Sí
1981	Obseso sexual	Sí
1981	Olvida tu represión	No
1981	Olvídate de mí	No
1981	Pat está en peligro	Sí
1981	Piensa que estoy a tu lado	Sí
1981	Placeres fugaces	No
1981	Posesión	No
1981	Prefiero conocerme y conocerte	No
1981	Primero te prefería a ti	No
1981	Quería estar sola	No
1981	Quiero casarme así	No
1981	Respeta mi vida	Sí
1981	Sabía que me dejarías	Sí
1981	Seguimos casados	Sí
1981	Sensibilízame tú	Sí
1981	Si esperas por mí	Sí
1981	Su vida desdoblada	No
1981	Tengo que prostituirme	Sí
1981	Tiene derecho a su parcela	No
1981	Tu hijo es mío	Sí
1981	Tu mundo virginal	No
1981	Tú no me quieres	No
1981	Tú no puedes darme la felicidad	Sí
1981	Tus pecados me apasionan	Sí
1981	Un hombre inquietante	Sí
1981	Veleidades	No
1981	Ven a mi lado	Sí
1981	Ya no tengo razón de estar contigo	No
1981	Yo viviré mi vida	No
1982	Amor y odio	Sí
1982	Así no le retengo	Sí
1982	Atadura y pasión	Sí
1982	Celos encadenados	No
1982	Dayna	No
1982	Deja paso al cariño	Sí
1982	Déjate conseguir	No
1982	Deliciosa mentira	Sí
1982	El concepto de la vida	Sí
1982	El destino y mis sobrinos	No
1982	El dilema de Marcela	No
1982	El orgullo la destruye	No
1982	El viudo tímido	No
1982	Enamora a mi mujer	Sí
1982	Encuentro final	No
1982	Hogueras y rescoldos	No
1982	Ignoraba que fuese casado	Sí
1982	Inolvidable pasión	No
1982	Insólita solución	Sí
1982	La han calumniado	Sí
1982	La ley del sentimiento	Sí
1982	La llamada del deseo	No
1982	La obsesión de mi jefe	No
1982	La otra cara de la verdad	Sí
1982	La pasión de amar	No
1982	La realidad se impone	No
1982	La revelación de Sue	No
1982	La vida para mí	No
1982	Las generaciones se dispersan	No
1982	Luchaba por ti	No
1982	Mag es mi amor	No
1982	Marcada para siempre	No
1982	Me enamora tu inmadurez	No
1982	Me gusta tu doncella	Sí
1982	Me gustaría ser tú	No
1982	Me perturba su pasión	No
1982	Me pregunto si fue el destino	No
1982	Mi destino de ayer	No
1982	Mi encrucijada	Sí
1982	Mi novia se ha quedado atrás	No
1982	Mi pariente es un truhan	No
1982	Mis relaciones con él	No
1982	No
1982	Necesito contarlo	No
1982	Necesito servicio	No
1982	No es tu hombre	No
1982	No me importa lo que seas	No
1982	No me pidas que me quede	No
1982	No perdamos la esperanza	No
1982	No perturbes a mi hermana	Sí
1982	No podía serle infiel	No
1982	No puedo hablar del pasado	No
1982	No quiero ser desleal	Sí
1982	No quisiera conocerte	No
1982	No soy capaz de hacerlo	No
1982	No te ha marcado la vida	No
1982	No te olvides de ti mismo	No
1982	No tengo polilla	Sí
1982	No vendo mis sentimientos	No
1982	Quiero amarte	No
1982	Quiero conservarte	No
1982	Rosa y Jorge	No
1982	Sé que es casado	Sí
1982	Siempre estuve enamorado de ella	No
1982	Sigo mi camino	Sí
1982	Sublime ayuda	Sí
1982	Supremo deseo	Sí
1982	Te contrato aquí	No
1982	Te está mintiendo	Sí
1982	Te lo perdono todo	No
1982	Te perdono tus mentiras	No
1982	Te veré los lunes	No
1982	Tengo derecho a vivir	No
1982	Tengo fe en ella	No
1982	Tengo que dejarlo	No
1982	Verano revelador	No
1982	Vivo intensamente	No
1982	Vivo mi vida	No
1982	Yo no me vendo	No
1983	Ambición y destino	Sí
1983	Angustiosa esclavitud	No
1983	Apacible tío Thomas	No
1983	Calumniada	No
1983	Cuando llegue tu momento	No
1983	Déjame ser quien soy	No
1983	Descubrimiento matrimonial	Sí
1983	Disculpo, pero no perdono	Sí
1983	Dolorosa realidad	No
1983	Doloroso desconcierto	No
1983	Dudas y deseos	No
1983	El destino retorna	No
1983	El encuentro con ella	No
1983	El final de una huida	Sí
1983	El momento es decisivo	No
1983	El novio de Kerry	No
1983	El silencio de los dos	Sí
1983	El viaje de mi destino	Sí
1983	Es mejor amante que marido	No
1983	Esa pequeña bola del mundo	Sí
1983	Ese no es mi hijo	No
1983	Estoy obligado a mi mujer	No
1983	Intento consolarte	Sí
1983	Intimidades	No
1983	La educaron para esposa	No
1983	La rutina de mi vida	No
1983	Llegó el momento	No
1983	Los prejuicios de Lucía	No
1983	Los problemas de Edurne	Sí
1983	Mamá no se casa	Sí
1983	Me divorcié de él	No
1983	Me gusta tu hogar	No
1983	Mi primo Juan	No
1983	Mi querido ligón	Sí
1983	Mis pecados perdonables	No
1983	No
1983	Necesito libertad	No
1983	No debo engañarme a mí mismo	No
1983	No me robes su cariño	Sí
1983	No podéis casaros	No
1983	No quería casarme	Sí
1983	No quiero ser falso	Sí
1983	No sé adaptarme	No
1983	No sé ayudarte	No
1983	No sé qué espera	Sí
1983	No te enamores de mí	No
1983	No vendas tu pureza	No
1983	Noches comprometidas	No
1983	Nostalgias	No
1983	Nunca quise vivir así	No
1983	Nunca quise vivir esto	No
1983	Nunca te fui infiel	No
1983	Olvida tu vocación	No
1983	Pacto recíproco	No
1983	Prefiero tu silencio	No
1983	Quiero triunfar	Sí
1983	Sácame de mis tinieblas	Sí
1983	Sólo intento ayudarte	No
1983	Son dos alternativas	No
1983	Su fama engañosa	Sí
1983	Te han casado sin querer	No
1983	Te odio por distinta	Sí
1983	Temo la segunda parte	No
1983	Tía Benny	Sí
1983	Tita busca un camino	No
1983	Todo fue bien hasta entonces	No
1983	Todo por él	Sí
1983	Todo queda atrás	No
1983	Tus mentiras me maduran	Sí
1983	Tus rosas rojas	No
1983	Una aventura insospechada	No
1983	Usted quiere casarse conmigo	No
1983	Vengo a cobrar mi deuda	No
1983	Volveré	Sí
1983	Yo también soy libre	No
1984	Amor oculto	No
1984	Andy y sus hijos	Sí
1984	Aquel día nací yo	No
1984	Aquel encuentro en la carretera	No
1984	Aquella segunda vez	No
1984	Aquellos matrimonios	No
1984	Así lo supe	No
1984	Astucia de enamorada	No
1984	Ayer era diferente	No
1984	Boda inesperada	No
1984	Boda singular	No
1984	Brenda busca empleo	No
1984	Busco marido	No
1984	Busquemos las razones	No
1984	Cadena afectiva	No
1984	Cansancio justificado	No
1984	Cartas a papá	No
1984	Cásate con mi hermana	Sí
1984	Con él llegó mi pecado	No
1984	Confusión y orgullo	No
1984	Convenio sentimental	No
1984	Cuando vuelvas	No
1984	Cuatro meses de mi vida	No
1984	Decepción y esperanza	No
1984	Demasiadas mentiras	No
1984	Denise	No
1984	Disipa tus dudas	No
1984	Doble destino	No
1984	Doloroso engaño	No
1984	Dos mujeres en su vida	No
1984	Drama íntimo	No
1984	El amor y la ley	Sí
1984	El ayer no vuelve	No
1984	El caso de Sandra	No
1984	El desengaño de Raisa	No
1984	El despecho de Betina	No
1984	El destino no detiene	Sí
1984	El destino tiene espinos	No
1984	El día que te vi	No
1984	El diario de la abuela	No
1984	El dilema de Mattia	No
1984	El drama de Jim	No
1984	El embustero	No
1984	El encuentro	No
1984	El engaño de mi marido	Sí
1984	El enigma de Tania	No
1984	El hijo de mi prima	No
1984	El hijo de Natalia	No
1984	El hombre de oro	No
1984	El lazo invisible	No
1984	El ligue de papá	No
1984	El marido de mi tía	No
1984	El marido de Pitusa	No
1984	El matrimonio de papá	No
1984	El médico de guardia	No
1984	El médico de mi mujer	No
1984	El papá de Beli	No
1984	El primer amor	No
1984	El problema de mi hermano	No
1984	El regreso de Guy	Sí
1984	El secreto de María	Sí
1984	El testamento de la abuela	Sí
1984	El triunfo de la constancia	No
1984	Ella entre dos hombres	No
1984	Empecemos desde aquí	No
1984	Encuentro deseado	No
1984	Encuentro inesperado	No
1984	Entre dudas	No
1984	Eres una embustera	Sí
1984	Errores juveniles	No
1984	Esas grises sombras	No
1984	Esta es tu pupila	No
1984	Esta será mi esposa	No
1984	Estamos solos	No
1984	Experiencia negativa	No
1984	Fin de semana	No
1984	Forzoso engaño	No
1984	Fuiste mi salvación	No
1984	Goyo busca niñera	No
1984	Ha llegado una frívola	No
1984	Hay que casarlo	No
1984	Independencia amorosa	No
1984	Influencia del pasado	No
1984	Ingrato recuerdo	No
1984	Intento sobrevivir	Sí
1984	Inútil sacrificio	No
1984	Jana es madre	No
1984	La amante de mi amigo	Sí
1984	La boda de Patty	No
1984	La conciencia de Lucía	No
1984	La debilidad de Chusa	No
1984	La equivocación de Bryan	No
1984	La falsedad de Marcel	No
1984	La fría prudencia	No
1984	La herencia de Moni	No
1984	La incógnita de una vida	No
1984	La madre de Mateo	No
1984	La marca del pasado	No
1984	La mujer de Bruce	No
1984	La mujer de papá	No
1984	La mujer de su padre	No
1984	La noche de los dos	Sí
1984	La novia de Greg	No
1984	La novia de Javi	No
1984	La pareja a secas	No
1984	La pureza de Matilde	Sí
1984	La rebeldía de Nuria	No
1984	La segunda existencia	No
1984	La señorita de Nike	No
1984	La señorita de Omar	No
1984	La temeridad de Ginés	No
1984	La tía Saskya	No
1984	La travesía	Sí
1984	La vida de Chani	No
1984	La viuda de Bertino	No
1984	Las aventuras de Eric	No
1984	Las cartas de María	No
1984	Las dos amigas	No
1984	Las gemelas	No
1984	Las lágrimas de Tita	No
1984	Las locuras de Nat	No
1984	Las nubes de Merry	No
1984	Las semanas de Alexia	No
1984	Las veleidades de Tristán	No
1984	Lío familiar	No
1984	Lo cuento como ocurrió	No
1984	Loca relación	No
1984	Lora busca empleo	No
1984	Los hermanos	No
1984	Maggy y sus argucias	No
1984	Mapy y su realidad	No
1984	María llega de América	No
1984	Mayka y su pasado	No
1984	Me caso contigo	No
1984	Me dejaste silenciosa	No
1984	Me intriga tu inquietud	No
1984	Me lo dijo Fran	No
1984	Mentira amorosa	No
1984	Mercado humano	No
1984	Mi amigo Dany	No
1984	Mi amigo el capitán	No
1984	Mi amigo Fausto	No
1984	Mi caso original	No
1984	Mi cuñado y yo	No
1984	Mi marido es un extraño	No
1984	Mi Nita querida	Sí
1984	Mi pequeña loca	No
1984	Mi querido Rodríguez	No
1984	Miedo al pasado	No
1984	Mis calamidades	No
1984	Mis experiencias	No
1984	Mis vivencias con él	Sí
1984	Miss Nataly	No
1984	No
1984	Necesito aprovechar la vida	No
1984	Necesito dejarte	Sí
1984	Necesito profesora	No
1984	No compro mujer	No
1984	No consumas tu ansiedad	No
1984	No fue casualidad	No
1984	No hay edad para amar	No
1984	No me agrada el ambiente	Sí
1984	No me caso por poderes	Sí
1984	No me dejes, Carolina	No
1984	No me gusta divagar	No
1984	No me gusta ser oportunista	Sí
1984	No quiero abortar	Sí
1984	No quiero enamorarme	No
1984	No quiero este negocio	Sí
1984	No quiero vivir sola	No
1984	No se lo digas a él	No
1984	No sé por donde salir	No
1984	No sé si volveré a verte	No
1984	No sirve tu caridad	No
1984	No soporto esta situación	No
1984	No vivo con tu aventura	No
1984	Nos hemos divorciado	No
1984	Nos separa el odio	No
1984	Nunca fui padre	No
1984	Nunca olvidé ese pasado	Sí
1984	Obligada abstinencia	No
1984	Ocho años después	No
1984	Orientación femenina	No
1984	Origen de un recuerdo	No
1984	Padre de ocasión	No
1984	Papá quiere casarme	No
1984	Pasiones y dudas	No
1984	Pergaminos de pasión	No
1984	Piadosa ocultación	No
1984	Prefiero que seas celosa	No
1984	Prejuicios raciales	No
1984	Presentía el destino	No
1984	Problema humano	No
1984	Quieren casarme	No
1984	Quiero a tu mujer	No
1984	Quiero huir de esto	No
1984	Quiero ser madre	No
1984	Quiero un hijo	Sí
1984	Rebeldía justificada	No
1984	Recuerdos de aquella noche	No
1984	Reflexión silenciosa	No
1984	Relaciones emotivas	No
1984	Rivalidad	No
1984	Se casa el marido de mamá	No
1984	Semblanzas íntimas	No
1984	Si volviera el ayer	No
1984	Sofía tuvo un dilema	No
1984	Sombra de duda	No
1984	Soy tu mujer	No
1984	Su alteza decide	No
1984	Su traición y mi fracaso	No
1984	Sublime situación	No
1984	Te acepto como eres	Sí
1984	Te confío mi realidad	Sí
1984	Te llaman aventurera	No
1984	Temores, dudas y amor	No
1984	Tengo mi verdad	No
1984	Tengo planes para ti	No
1984	Tengo que ir junto a él	No
1984	Timidez sentimental	No
1984	Tío Marcel	No
1984	Trampa de amor	No
1984	Tregua amorosa	No
1984	Tu diferencia	No
1984	Un abuelo en apuros	No
1984	Un caballero y dos mujeres	Sí
1984	Un hogar para Beatriz	No
1984	Un hombre tímido	No
1984	Un marido confuso	No
1984	Un novio original	No
1984	Un retazo de mi vida	No
1984	Una chica en apuros	No
1984	Una chica especial	No
1984	Una chica peligrosa	No
1984	Una fácil elección	No
1984	Vacaciones amistosas	No
1984	Vaivenes humanos	No
1984	Vidas cruzadas	No
1984	Volvamos al ayer	No
1984	Volvamos atrás	No
1984	Yo decido mi vida	No
1984	Yo no soy tu juguete	No
1985	Aquel precioso verano	No
1985	Buenos días, amor	Sí
1985	Confusión emotiva	No
1985	Después de su palabra	No
1985	El amor no es dinero	No
1985	El celoso	No
1985	El fracaso compensado	Sí
1985	El pasado me condena	No
1985	Entre amores y dudas	No
1985	Entre el dolor y el amor	No
1985	Me casan con él	Sí
1985	Necesito hacerlo así	No
1985	No te lo quiero decir	No
1985	No vuelvo a ser tu mujer	Sí
1985	Noches solitarias	No
1985	Retazos íntimos	No
1985	Sensaciones extrañas	No
1985	Somos iguales	No
1985	Te dejo sin amor	Sí
1985	Tu misterio me intimida	Sí
1985	Vacilaciones de Talia	No
1985	Vacío sentimental	No
1985	Vengo a buscarte	No
1985	Vente conmigo, Mappy	No
1986	Alarma	No
1986	Buscando una meta	No
1986	Cuando llega Pizca	No
1986	Doble personalidad	No
1986	El circo del corazón	No
1986	El fantasma del ayer	No
1986	El misterio del caserón	No
1986	El padre soy yo	No
1986	El pensionado	No
1986	Esposa por un mes	No
1986	Extraño enlace	No
1986	La herencia de Lole	No
1986	La historia de Bolita	No
1986	La intrusa	No
1986	La rebeldía de Boris	No
1986	La segunda oportunidad	No
1986	Llega Nika	No
1986	Los sentimientos de Koldo	No
1986	Odioso rencor	No
1986	Perdidos en el mar	No
1986	Perico y Nanay	No
1986	Tu duda me destruye	No
1987	El diario de María	No
1987	El laberinto del miedo	No
1987	El misterio de Molly	No
1987	El retazo de mi vida	No
1987	En aquella playa	No
1987	La debilidad Chusa	No
1987	La hija de mi mujer	No
1987	Las gemelas de Barbany	No
1987	Momentos de silencio	No
1987	No puedo ser fiel	No
1987	Papá quiere casarse	No
1987	Qué futuro nos espera	No
1987	Rey sin testigos	No
1987	Silencio matrimonial	No
1987	Valeri tiene un amante	No
1988	Ama y olvida	No
1988	Confidencias	No
1988	Corazón de chocolate	No
1988	Diario de una cantante	Sí
1988	El año decisivo	Sí
1988	El cazafortunas	No
1988	El hijo de Patricia	No
1988	El matrimonio de Vic	No
1988	El secreto de Pipo	No
1988	El testamento	Sí
1988	Ésta es tu pupila	No
1988	Ésta será mi esposa	No
1988	Felicidad aplazada	No
1988	Íntimo secreto	No
1988	La alegría de la pandilla	No
1988	La humillación de Yago	No
1988	Las cicatrices de Kony	No
1988	Las vivencias de Betty	No
1988	Los amigos de Kima	Sí
1988	Marido de ocasión	No
1988	Me he casado con él	No
1988	Orgullo de una raza	No
1988	Roger y su tío	No
1988	Su Alteza decide	No
1988	Volviendo al pasado	No
1989	Aquellos tres meses	No
1989	Comprendí aquel día	No
1989	Curioso convenio	No
1989	Desconcertante revelación	No
1989	Divorcio	No
1989	Dudosa relación	No
1989	El destino de un amor	No
1989	El peor castigo	No
1989	Favor peligroso	No
1989	La gran sorpresa	No
1989	Ocultación sentimental	No
1989	Un amor y cinco hombres	No
1989	Verano en el mar	No
1990	Decide el destino	No
1990	Difícil convivencia	No
1990	Jugadas del destino	No
1990	La frontera del olvido	No
1990	La influencia del pasado	No
1991	Aquella pesadilla	No
1991	Aquellos días de Riana	No
1991	Cartas a mi amiga	No
1991	Cásate con mi hija	No
1991	Deliciosa equivocación	No
1991	Desgaste es la razón	No
1991	Destino casual	No
1991	Destino incierto	No
1991	Destino inesperado	No
1991	Drama interno	No
1991	El triunfo de Diana	No
1991	Entre nebulosas	No
1991	Esposa de alquiler	No
1991	Esposa para Óscar	No
1991	Mi encuentro con el amor	No
1991	Mis recuerdos	No
1991	No hagas eso	No
1991	No supe defenderme	No
1991	Originales memorias	No
1991	Situación insólita	No
1991	Un hombre en apuros	No
1991	Un marido de ocasión	No
1992	Amante de mi marido	No
1992	Ana busca marido	No
1992	Aquel mes especial	No
1992	Aquel tópico femenino	No
1992	Bendita situación	No
1992	Boda oportuna	No
1992	Cásate conmigo otra vez	No
1992	Convenio amistoso	No
1992	Debilidad humana	No
1992	Déjame volver	No
1992	Divorcio convenido	No
1992	El dilema de la tía	No
1992	El enigma de Omar	No
1992	El secreto de Nuria	No
1992	Ese mundo de tinieblas	No
1992	Espero verte después	Sí
1992	Esta segunda vez	No
1992	La amante de Fran	No
1992	La culpa de Andrea	No
